ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0061337,cardiac conduction,15/900,35/6311,3.6229187935710364e-5,0.0012911680033754554,0.0010091912194957137,Abcc9/Cacna1c/Cacnb2/Cxadr/Dsg2/Dsp/Gja1/Kcnd3/Kcnn2/Kcnq1/Mef2a/Pln/Scn5a/Slc8a1/Tmem65,15
GO:0031346,positive regulation of cell projection organization,51/900,207/6311,3.916640113221549e-5,0.001383041082182545,0.0010810002359813798,Adam17/Adamts1/Ankrd1/Bdnf/Camk1d/Caprin1/Cdh4/Clip1/Cpeb1/Creb3l2/Cux2/Dnm1l/Epha4/Golga4/Gsk3b/Hdac4/Hspb1/Igf1r/Itgb1/Itpr1/Kalrn/Kidins220/Mapt/Mfn1/Nck1/Nedd9/Nfe2l2/Nrp1/Ntn1/Pafah1b1/Pik3r1/Plce1/Plxna2/Plxna4/Ppp1r9a/Prkd1/Qki/Ripor2/Ror1/Rp1/Sema5a/Setx/Smurf1/Snx3/Tnik/Tox/Twf2/Ube2v2/Vegfa/Zeb2/Zmynd8,51
GO:0043269,regulation of monoatomic ion transport,53/900,218/6311,4.093381163759547e-5,0.0014323112817554997,0.0011195103699545247,Abcc8/Abcc9/Agtr1a/Ank3/Asph/Atp1a1/Atp1b1/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Clic5/Dpp6/Dysf/Ednra/Epb41/Gja1/Hcn1/Hecw2/Itgb1/Itpr1/Kcnd3/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kif5b/Ndufa4/Nedd4/Nedd4l/Nipsnap2/Nppa/Nr3c2/Pirt/Plcb1/Pln/Prkce/Prkd1/Pxk/Rrad/Scn5a/Sik1/Slc8a1/Slmap/Snta1/Stk39/Tgfb2/Trpc1/Ubr3/Wnk2/Ywhaq,53
GO:0051093,negative regulation of developmental process,87/900,409/6311,4.411733283487627e-5,0.001529798325058007,0.0011957073233008666,Abcc8/Adamts1/Adamts9/Alpk2/Ankrd17/Arid4b/Asap1/Bcl2/Bdnf/Bmpr1a/Bnip3/Btg2/Cd59a/Col4a2/Col5a1/Cpe/Csrp3/Cxadr/Dleu2/Dnm1l/Epha4/Esrrb/Fbxw7/Fermt2/Flt1/Foxo1/Gja1/Grb14/Gsk3b/Hdac4/Hdac9/Hopx/Hspb1/Idh2/Igfbp5/Ipo7/Itgb1/Kank1/Lbh/Ldlrad4/Mapt/Mbd1/Meis1/Meis2/Mfn1/Myocd/Nfe2l2/Nfib/Noct/Nrp1/Ntn1/Pbx1/Pik3r1/Ppara/Prickle1/Prox1/Rarb/Rbpj/Rc3h1/Rcan1/Rora/Rpl3l/Runx1/Sema5a/Sfmbt1/Shb/Slit2/Socs2/Sox6/Spag9/Spred2/Stab1/Stard13/Stat3/Stat5b/Suz12/Tcf7l2/Tfrc/Tgfb2/Tob1/Tob2/Trak2/Ube2b/Usf3/Vegfa/Zfp608/Zfpm2,87
GO:0051445,regulation of meiotic cell cycle,10/900,18/6311,4.8792687243173736e-5,0.0016683324603021196,0.0013039871385714561,Chfr/Gja1/Grb14/Igf1r/Insr/Plcb1/Prkacb/Rps6ka2/Ube2b/Ythdc2,10
GO:0001568,blood vessel development,70/900,313/6311,4.9145768597629814e-5,0.0016683324603021196,0.0013039871385714561,Abcc8/Abcc9/Ackr3/Adamts1/Adamts6/Adamts9/Agtr1a/Angpt1/Ankrd17/B4galt1/Bcas3/Bmpr1a/Ccbe1/Ccn1/Ccn2/Cd59a/Cdh13/Cdh2/Col4a1/Col4a2/Col5a1/Dysf/Ednra/Fbxw7/Flt1/Foxo1/Gab1/Gja1/Glul/Hdac9/Heg1/Hk2/Hspb1/Itgb1/Luzp1/Mef2c/Meis1/Myo18b/Myo1e/Myocd/Nedd4/Nfe2l2/Nppb/Npr3/Nrp1/Nus1/Pdgfd/Plpp3/Prickle1/Prkd1/Prox1/Qki/Rbpj/Rora/Runx1/Sema5a/Shb/Slit2/Srpk2/Stab1/Stard13/Stat3/Tbx20/Tcf7l2/Tgfb2/Tmed2/Tnni3/Vegfa/Zfp950/Zfpm2,70
GO:0048639,positive regulation of developmental growth,29/900,97/6311,5.0452385873525526e-5,0.0016683324603021196,0.0013039871385714561,Acacb/Bcl2/Bdnf/Bmpr1a/Cdh4/Ghr/Golga4/Gpam/Gsk3b/Hopx/Igf1r/Insr/Mapt/Mef2c/Nedd4l/Nrp1/Ntn1/Pafah1b1/Plcb1/Prox1/Rbpj/Sema5a/Slc23a2/Smurf1/Stat5b/Tbx20/Twf2/Vegfa/Zfpm2,29
GO:0035295,tube development,96/900,463/6311,5.060948044466764e-5,0.0016683324603021196,0.0013039871385714561,Abcc8/Ackr3/Adamts1/Adamts9/Agtr1a/Angpt1/Atxn1/B4galt1/Bcas3/Bcl2/Bdnf/Bmpr1a/Btrc/Ccbe1/Ccn1/Ccn2/Cd59a/Cdh13/Cdh2/Col4a1/Col4a2/Dag1/Dysf/Ednra/Enah/Epha4/Ext1/Fbxw7/Flt1/Gab1/Gja1/Glul/Hdac9/Heg1/Hk2/Hopx/Hs2st1/Hspb1/Igfbp5/Intu/Itgb1/Jmjd1c/Kcnq1/Kif26b/Luzp1/Mef2c/Meis1/Mgp/Mtss1/Myo18b/Myo1e/Myocd/Nedd4/Nfe2l2/Nfia/Nfib/Npr3/Nr4a3/Nrp1/Ntn1/Nus1/Pbx1/Plxna2/Plxna4/Prickle1/Prkacb/Prkd1/Prox1/Ptges3/Qki/Rarb/Rbpj/Rora/Runx1/Sema5a/Shb/Shroom3/Slc8a1/Slit2/Srpk2/Stab1/Stard13/Stat3/Tbx20/Tcf7l2/Tead1/Tgfb2/Tgm2/Thrb/Tmed2/Tnni3/Vegfa/Wdpcp/Zeb2/Zfp950/Zfpm2,96
GO:0005975,carbohydrate metabolic process,54/900,225/6311,5.0686129883622794e-5,0.0016683324603021196,0.0013039871385714561,Acacb/Agl/Atf3/B3galt1/B4galt1/Cox11/Dhtkd1/Dysf/Epm2a/Esrrb/Ext1/Foxo1/Gbe1/Got1/Gsk3b/Gys1/Hdac4/Hk2/Hs2st1/Idh2/Insr/Irs1/Irs2/Kcnq1/Mdh1/Ogdh/Pcx/Per2/Pfkfb2/Pfkp/Pgm5/Phkg1/Pik3r1/Ppara/Ppp1cb/Ppp1r3a/Ppp1r3b/Ppp4r3b/Prkaa2/Prkag2/Prkce/Ptges3/Pygb/Rora/Sik1/Slc23a2/Slc25a12/Slc25a13/Slc39a14/Slc4a4/Sord/Stat3/Tcf7l2/Ugp2,54
GO:0006942,regulation of striated muscle contraction,19/900,52/6311,5.07131457145617e-5,0.0016683324603021196,0.0013039871385714561,Adra1a/Atp1a1/Atp1b1/Cacna1c/Casq2/Ccn2/Dsg2/Dsp/Hdac4/Kcnq1/Myh7/Myh7b/Myl3/Nppa/Pln/Prkd1/Scn5a/Slc8a1/Tnni3,19
GO:0032870,cellular response to hormone stimulus,62/900,269/6311,5.2574431488914865e-5,0.0017062271408174662,0.0013336060407915435,Abhd2/Acsl1/Adcy8/Agtr1a/Atp1a1/Bcas3/Bdnf/Cpeb1/Csrp3/Ednra/Esrrb/Fbxo32/Fer/Foxo1/Ghr/Gpam/Grb14/Gsk3b/Hdac9/Igf1r/Insr/Irs1/Irs2/Kank1/Kank2/Kdm3a/Lbh/Lpin1/Lpl/Mef2c/Nck1/Nedd4/Nfe2l2/Nr3c2/Nr4a3/Osbpl8/Pdpk1/Pid1/Pik3r1/Plcb1/Ppara/Ppargc1b/Prkaa2/Prkce/Prkd1/Ptges3/Rap1gds1/Rarb/Slc25a33/Slc39a14/Smyd3/Socs2/Stat3/Stat5b/Strn3/Tbc1d4/Thrb/Trim24/Trim63/Uba5/Ubr5/Ufl1,62
GO:0050714,positive regulation of protein secretion,24/900,74/6311,5.275163152956053e-5,0.0017062271408174662,0.0013336060407915435,Abcc8/Adcy8/Ankrd1/Cacna1c/Dnm1l/Frmd4a/Gja1/Glud1/Glul/Golph3/Irs2/Itpr1/Kif5b/Osbp/Oxct1/Pfkfb2/Plcb1/Prkce/Rapgef4/Tcf7l2/Tgfb2/Tlr4/Trpc1/Ttn,24
GO:0000271,polysaccharide biosynthetic process,16/900,40/6311,5.562627233179282e-5,0.0017842126850422548,0.001394560406353192,Epm2a/Esrrb/Ext1/Gbe1/Gys1/Hs2st1/Insr/Irs1/Irs2/Per2/Phkg1/Ppp1cb/Ppp1r3a/Ppp1r3b/Ptges3/Ugp2,16
GO:0051962,positive regulation of nervous system development,36/900,132/6311,5.875905676227723e-5,0.001869120739487645,0.0014609254826149485,Adgrl2/Atxn1/Bdnf/Caprin1/Cdh4/Cux2/Dag1/Dnm1l/Epha4/Flt1/Golga4/Gsk3b/Itgb1/Kalrn/Lrtm1/Mapt/Mfn1/Nrp1/Ntn1/Pafah1b1/Pik3r1/Plxna2/Plxna4/Qki/Sema5a/Slit2/Smurf1/Spen/Tgm2/Tnik/Twf2/Ube2v2/Ufl1/Vegfa/Xrcc4/Zeb2,36
GO:0035239,tube morphogenesis,81/900,378/6311,6.260529010808744e-5,0.0019751455870985948,0.0015437956784203099,Abcc8/Ackr3/Adamts1/Adamts9/Agtr1a/Angpt1/B4galt1/Bcas3/Bcl2/Bmpr1a/Btrc/Ccbe1/Ccn1/Ccn2/Cd59a/Cdh13/Cdh2/Col4a1/Col4a2/Dag1/Dysf/Ednra/Enah/Epha4/Ext1/Fbxw7/Flt1/Gab1/Gja1/Glul/Hdac9/Heg1/Hk2/Hs2st1/Hspb1/Itgb1/Kif26b/Luzp1/Mef2c/Meis1/Mgp/Mtss1/Myo18b/Myo1e/Myocd/Nedd4/Nfe2l2/Nfib/Npr3/Nr4a3/Nrp1/Ntn1/Nus1/Pbx1/Prickle1/Prkacb/Prkd1/Prox1/Qki/Rbpj/Rora/Runx1/Sema5a/Shb/Shroom3/Slit2/Srpk2/Stab1/Stard13/Stat3/Tbx20/Tcf7l2/Tead1/Tgfb2/Tgm2/Tmed2/Tnni3/Vegfa/Zeb2/Zfp950/Zfpm2,81
GO:0014070,response to organic cyclic compound,66/900,293/6311,6.420415569016681e-5,0.002009120286597171,0.0015703506800384829,Abcb4/Abcc9/Abhd2/Acacb/Adcy5/Adcy8/Agl/Agtr1a/Alpl/Asph/Atp1a1/Bcl2/Bdnf/Btrc/Cacna1c/Casq2/Ces1d/Crem/Dag1/Dnmt3a/Esrrb/Fbxo32/Ghr/Golph3/Gramd1b/Gsk3b/Hcn1/Hsp90b1/Igfbp5/Irs1/Itpr1/Kank2/Kcnq1/Kdm3a/Lbh/Mef2c/Nedd4/Nr3c2/Nr4a3/Pak2/Pdia3/Pik3r1/Plcb1/Pln/Por/Ppargc1b/Prkaa2/Prkce/Prkd1/Ptges3/Rora/Scn5a/Slc8a1/Smyd3/Socs2/Stat3/Stat5b/Stk39/Strn3/Tgfb2/Tgm2/Trim24/Trim63/Uba5/Ubr5/Ufl1,66
GO:0032990,cell part morphogenesis,70/900,316/6311,6.779163763997538e-5,0.002104274300615042,0.0016447241118425265,Adam17/Adarb1/Ank3/Arhgap44/Bcl2/Bdnf/Caprin1/Cdh2/Cdh4/Clu/Cux2/Dag1/Dnm1l/Dst/Ednra/Enah/Epha4/Ext1/Gja1/Golga4/Gsk3b/Hecw2/Igf1r/Itga1/Itgb1/Kalrn/Kank1/Kidins220/Kif5b/Lama2/Lifr/Lrtm1/Mapt/Mef2a/Mef2c/Mfn1/Mycbp2/Myo9a/Myot/Nedd4/Nedd4l/Nexn/Nfib/Nr4a3/Nrp1/Ntn1/Pafah1b1/Pak2/Pdlim5/Pid1/Plxna2/Plxna4/Ppp1r9a/Prex2/Prickle1/Raph1/Sema5a/Slc23a2/Slit2/Slit3/Smurf1/Spag9/Tanc2/Tgfb2/Tmem108/Tnik/Trak2/Twf2/Vegfa/Zeb2,70
GO:0010959,regulation of metal ion transport,45/900,180/6311,7.64476157091973e-5,0.002353974982917603,0.0018398929321843023,Abcc8/Abcc9/Agtr1a/Ank3/Asph/Atp1a1/Atp1b1/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Dpp6/Dysf/Ednra/Epb41/Gja1/Hecw2/Itgb1/Itpr1/Kcnip2/Kcnip4/Kcnn2/Kcnq1/Kif5b/Nedd4/Nedd4l/Nipsnap2/Nppa/Nr3c2/Plcb1/Pln/Prkce/Prkd1/Rrad/Scn5a/Sik1/Slc8a1/Slmap/Snta1/Stk39/Tgfb2/Trpc1/Ubr3/Wnk2,45
GO:0051960,regulation of nervous system development,50/900,207/6311,8.055601829234775e-5,0.0024607945587876703,0.001923384296403758,Abcc8/Adgrl2/Atxn1/Bdnf/Bhlhe40/Bmpr1a/Btg2/Caprin1/Cdh2/Cdh4/Cux2/Dag1/Dnm1l/Epha4/Flt1/Golga4/Gsk3b/Idh2/Itgb1/Kalrn/Lpin1/Lrtm1/Mapt/Mbd1/Mfn1/Nrp1/Ntn1/Pafah1b1/Per2/Pik3r1/Plxna2/Plxna4/Prox1/Qki/Rarb/Sema5a/Slc25a12/Slit2/Smurf1/Spen/Tcf7l2/Tgm2/Tnik/Trak2/Twf2/Ube2v2/Ufl1/Vegfa/Xrcc4/Zeb2,50
GO:0048660,regulation of smooth muscle cell proliferation,27/900,90/6311,8.521786803288242e-5,0.002573172529197934,0.0020112201633910917,Adamts1/Agtr1a/Bmpr1a/Camk2d/Cdh13/Ern1/Flt1/Gsk3b/Hdac4/Igf1r/Igfbp5/Il15/Mef2c/Myocd/Nampt/Nppb/Npr3/Nr4a3/Pdgfd/Pik3r1/Stat5b/Tcf7l2/Tgm2/Timp3/Tlr4/Tpm1/Vegfa,27
GO:0008285,negative regulation of cell population proliferation,74/900,341/6311,8.557185859634596e-5,0.002573172529197934,0.0020112201633910917,Abcc8/Ackr3/Adam17/Adarb1/Agtpbp1/Arhgap44/Asph/Atg13/Atp5f1a/B4galt1/Bcl2/Bdnf/Btg2/Cblb/Cdh13/Cebpb/Cpeb1/Cxadr/Dach1/Dleu2/Dnajb2/Epha4/Fktn/Flt1/Fnip1/Fnip2/Gja1/Gsk3b/Hdac4/Idh2/Igfbp5/Il15/Intu/Itga1/Itgb1/Kank1/Kank2/Lims1/Mef2c/Mtss1/Myocd/Nfib/Nppb/Npr3/Nrp1/Ntn1/Optn/Pafah1b1/Per2/Pik3r1/Prox1/Ptgds/Ptprg/Ptprk/Rap1gap2/Rarb/Rbpj/Rc3h1/Ripor2/Rps6ka2/Runx1/Sema5a/Slit2/Slit3/Stat3/Suz12/Tgfb2/Timp3/Tob1/Tpm1/Trak2/Trim24/Wnk2/Xirp1,74
GO:0048659,smooth muscle cell proliferation,28/900,95/6311,8.952578697354392e-5,0.002671199643885043,0.00208783924251643,Adamts1/Agtr1a/Bmpr1a/Camk2d/Cdh13/Ednra/Ern1/Flt1/Gsk3b/Hdac4/Igf1r/Igfbp5/Il15/Mef2c/Myocd/Nampt/Nppb/Npr3/Nr4a3/Pdgfd/Pik3r1/Stat5b/Tcf7l2/Tgm2/Timp3/Tlr4/Tpm1/Vegfa,28
GO:0048589,developmental growth,76/900,353/6311,9.027885937361848e-5,0.0026729486902235195,0.0020892063165166125,Acacb/Adarb1/Adra1a/Ankrd11/Arid5b/Bcl2/Bdnf/Bmpr1a/Cacna1c/Camk2d/Cdh4/Cxadr/Dysf/Ednra/Esrrb/Ext1/Ghr/Gja1/Golga4/Gpam/Gsk3b/Heg1/Hopx/Igf1r/Insr/Itgb1/Kif26b/Kpna1/Lgr6/Map7/Mapt/Mef2c/Meis1/Mycbp2/Myh6/Myocd/Nedd4l/Nrp1/Ntn1/Pafah1b1/Pdlim5/Plcb1/Plxna4/Por/Ppara/Ppp2r3a/Prickle1/Prlr/Prox1/Rad51b/Raph1/Rarb/Rbpj/Sema5a/Sik3/Slc23a2/Slit2/Slit3/Smurf1/Socs2/Spag9/Stat3/Stat5b/Tbx20/Tcf7l2/Tec/Tgfb2/Tmed2/Tmem108/Ttn/Twf2/Vegfa/Zeb2/Zfp568/Zfp950/Zfpm2,76
GO:0051153,regulation of striated muscle cell differentiation,19/900,54/6311,9.199927465192274e-5,0.0027030931918721425,0.002112767593050986,Bcl2/Bdnf/Csrp3/Epc1/Gsk3b/Hdac4/Hdac9/Hopx/Mef2c/Mylk3/Myocd/Ppara/Prkd1/Prox1/Rbm24/Rpl3l/Sik1/Smyd1/Sox6,19
GO:0051493,regulation of cytoskeleton organization,54/900,230/6311,9.529688671630485e-5,0.002778770583114071,0.002171917880663471,Ankrd23/Arhgap44/Baiap2l1/Bcas3/Ccn2/Chmp4c/Clasp1/Clip1/Dstn/Dync1h1/Dysf/Eln/Fer/Fermt2/Fhod3/Gja1/Gsk3b/Kank1/Kank2/Lmod2/Mapre2/Mapt/Mef2c/Mtss1/Mycbp2/Mylk3/Nav3/Nck1/Neb/Nedd9/Nrp1/Pafah1b1/Pak2/Pde4dip/Pik3r1/Ppm1e/Ppp1r9a/Prkaa2/Prkce/Prkd1/Prox1/Ripor2/Rp1/Sema5a/Slain2/Slit2/Spta1/Sptbn1/Ssh2/Svil/Tgfb2/Tpm1/Trim54/Twf2,54
GO:0120035,regulation of plasma membrane bounded cell projection organization,72/900,331/6311,9.873395752711956e-5,0.0028157920590307865,0.0022008542764928654,Adam17/Adamts1/Ankrd1/Arhgap44/Bdnf/Camk1d/Caprin1/Cdh2/Cdh4/Clip1/Cpeb1/Creb3l2/Cux2/Dleu2/Dnm1l/Epha4/Fer/Golga4/Gsk3b/Hdac4/Hecw2/Hspb1/Igf1r/Intu/Itgb1/Itpr1/Kalrn/Kank1/Kidins220/Mapt/Mfn1/Mycbp2/Nck1/Nedd4/Nedd4l/Nedd9/Nfe2l2/Nrp1/Ntn1/Pafah1b1/Pak2/Pdlim5/Pik3r1/Plce1/Plxna2/Plxna4/Ppp1r9a/Prkd1/Ptprg/Qki/Rab11fip3/Rap1gap2/Rapgef4/Ripor2/Ror1/Rp1/Sema5a/Setx/Slit2/Smurf1/Snx3/Tanc2/Tnik/Tox/Trak2/Twf2/Ube2v2/Ush1c/Vegfa/Wdpcp/Zeb2/Zmynd8,72
GO:0006935,chemotaxis,32/900,115/6311,9.876121797068229e-5,0.0028157920590307865,0.0022008542764928654,Ackr3/Adam17/Agtr1a/Angpt1/Camk1d/Ccn1/Cdh13/Cxadr/Dnm1l/Dysf/Ednra/Fer/Flt1/Gab1/Hspb1/Itga1/Itga9/Lrtm1/Mycbp2/Nedd9/Nrp1/Ntn1/Pdgfd/Pip5k1a/Plxna4/Prkd1/Ripor2/Sema5a/Slit2/Slit3/Stk39/Vegfa,32
GO:0042330,taxis,32/900,115/6311,9.876121797068229e-5,0.0028157920590307865,0.0022008542764928654,Ackr3/Adam17/Agtr1a/Angpt1/Camk1d/Ccn1/Cdh13/Cxadr/Dnm1l/Dysf/Ednra/Fer/Flt1/Gab1/Hspb1/Itga1/Itga9/Lrtm1/Mycbp2/Nedd9/Nrp1/Ntn1/Pdgfd/Pip5k1a/Plxna4/Prkd1/Ripor2/Sema5a/Slit2/Slit3/Stk39/Vegfa,32
GO:0031344,regulation of cell projection organization,73/900,337/6311,1.0159834878383062e-4,0.002875382679918853,0.0022474309661314855,Adam17/Adamts1/Ankrd1/Arhgap44/Bdnf/Camk1d/Caprin1/Cdh2/Cdh4/Clip1/Cpeb1/Creb3l2/Cux2/Dleu2/Dnm1l/Epha4/Fer/Golga4/Gsk3b/Hdac4/Hecw2/Hspb1/Igf1r/Intu/Itgb1/Itpr1/Kalrn/Kank1/Kidins220/Mapt/Mfn1/Mycbp2/Myo9a/Nck1/Nedd4/Nedd4l/Nedd9/Nfe2l2/Nrp1/Ntn1/Pafah1b1/Pak2/Pdlim5/Pik3r1/Plce1/Plxna2/Plxna4/Ppp1r9a/Prkd1/Ptprg/Qki/Rab11fip3/Rap1gap2/Rapgef4/Ripor2/Ror1/Rp1/Sema5a/Setx/Slit2/Smurf1/Snx3/Tanc2/Tnik/Tox/Trak2/Twf2/Ube2v2/Ush1c/Vegfa/Wdpcp/Zeb2/Zmynd8,73
GO:1902305,regulation of sodium ion transmembrane transport,14/900,34/6311,1.1181308151610583e-4,0.003141376282886798,0.0024553345138150634,Ank3/Atp1b1/Camk2d/Hecw2/Kcnq1/Kif5b/Nedd4/Nedd4l/Plcb1/Scn5a/Slmap/Snta1/Stk39/Wnk2,14
GO:0042327,positive regulation of phosphorylation,64/900,287/6311,1.1353966293522836e-4,0.003166769294476043,0.0024751819730654667,Adam17/Adcy8/Adra1a/Agtr1a/Angpt1/Bcl2/Bdnf/Cab39/Ccn1/Ccn2/Ccnd3/Clu/Ctnnd1/Dag1/Ednra/Epha4/Ern1/Fam20a/Fbxw7/Fermt2/Fgd4/Flt1/Fnip1/Fnip2/Gab1/Ghr/Gsk3b/Igf1r/Il15/Insr/Irs1/Itgb1/Magi3/Malt1/Mef2c/Nedd9/Nrp1/Osbp/Osbpl8/Pak2/Pdgfd/Pfkfb2/Pik3r1/Plpp3/Ppargc1b/Ppp1r9a/Prkag2/Prkd1/Prlr/Prox1/Prrc1/Ptges3/Ror1/Slco3a1/Smyd3/Sqstm1/Tab2/Tead1/Tfrc/Tgfb2/Tlr4/Tnik/Vegfa/Zeb2,64
GO:0071363,cellular response to growth factor stimulus,63/900,282/6311,1.2143230604312228e-4,0.0033564729554148806,0.0026234564566533286,Adam17/Angpt1/Ankrd1/Arid4b/Bdnf/Bmpr1a/Ccbe1/Ccn1/Ccn2/Cd59a/Col4a2/Ern1/Ext1/Fermt2/Flt1/Fut8/Gab1/Garem1/Got1/Gsk3b/Hivep1/Hspb1/Igf1r/Insr/Itgb5/Kcnd3/Kidins220/Kif16b/Ldlrad4/Mapkapk2/Mef2c/Myocd/Nedd4/Nfia/Nlk/Nrp1/Nus1/Pde8a/Pdgfd/Ppara/Prkce/Prkd1/Ptprk/Rbpj/Runx1/Setx/Slc4a7/Slit2/Smurf1/Sox6/Spred2/Stat3/Stat5b/Tbx20/Tcf7l2/Tgfb2/Tlr4/Tmem108/Tob1/Twf2/Vegfa/Zeb2/Zfp451,63
GO:0002027,regulation of heart rate,19/900,55/6311,1.220852724754698e-4,0.0033564729554148806,0.0026234564566533286,Adra1a/Cacna1c/Cacnb2/Casq2/Dsg2/Dsp/Ednra/Kcnd3/Kcnq1/Mybpc3/Myh6/Myh7/Nppa/Pik3r1/Pln/Scn5a/Slc8a1/Snta1/Tpm1,19
GO:0001659,temperature homeostasis,26/900,87/6311,1.2311481935161017e-4,0.0033607726218748053,0.0026268171236050906,Acsl1/Adam17/Alpl/Arrdc3/Cebpb/Ces1d/Dync1h1/Ehmt1/Gja1/Igf1r/Igf2bp2/Il15/Kdm3a/Lnpep/Lpin1/Npr3/Per2/Plcl1/Plcl2/Ppargc1b/Prlr/Rbpj/Sqstm1/Stat3/Tlr4/Vegfa,26
GO:1901701,cellular response to oxygen-containing compound,99/900,492/6311,1.304786592650538e-4,0.003536706757121071,0.002764329193324861,Abca1/Abcb4/Abcc8/Adcy5/Adcy8/Agtr1a/Ankrd1/Asph/Bnip3/Cebpb/Ces1d/Col4a1/Cpeb1/Cpeb3/Csrp3/Dapk1/Dnmt3a/Ednra/Epha4/Ern1/Fbxo32/Fer/Foxo1/Ghr/Gja1/Golph3/Gpam/Gramd1b/Grb14/Gsk3b/Hadhb/Hcn1/Hdac9/Hsp90b1/Igf1r/Igfbp5/Insr/Irs1/Irs2/Itpr1/Kank1/Kank2/Kcnq1/Kif5b/Lpin1/Lpl/Malt1/Mef2a/Mef2c/Mrc1/Mtr/Nck1/Nfe2l2/Nr2c2/Nr3c2/Nr4a3/Osbp/Osbpl8/Oxct1/Pdgfd/Pdia3/Pdpk1/Pid1/Pik3r1/Plcb1/Ppargc1b/Ppm1e/Prdx1/Prkaa2/Prkce/Prkd1/Ptprk/Rap1gds1/Rora/Rps6ka2/Scn5a/Sesn1/Setx/Slc25a33/Slc38a2/Slc39a14/Slc8a1/Slit2/Smyd3/Socs2/Sqstm1/Stat3/Stat5b/Stk39/Tbc1d4/Tcf7l2/Tead1/Tgm2/Tlr4/Trim24/Trim63/Trpc1/Twf2/Ubr2,99
GO:0071805,potassium ion transmembrane transport,24/900,78/6311,1.3479098972840928e-4,0.0036280455906618696,0.0028357206377901635,Abcc8/Abcc9/Ank3/Atp1a1/Atp1b1/Casq2/Dpp6/Hcn1/Itgb1/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnt2/Nedd4/Nedd4l/Nppa/Nr3c2/Slc24a2/Stk39/Wnk2,24
GO:0002028,regulation of sodium ion transport,17/900,47/6311,1.450012113201042e-4,0.0038490321542833175,0.0030084461847757374,Ank3/Atp1a1/Atp1b1/Camk2d/Hecw2/Kcnq1/Kif5b/Nedd4/Nedd4l/Plcb1/Scn5a/Sik1/Slc8a1/Slmap/Snta1/Stk39/Wnk2,17
GO:0032024,positive regulation of insulin secretion,17/900,47/6311,1.450012113201042e-4,0.0038490321542833175,0.0030084461847757374,Abcc8/Adcy8/Cacna1c/Gja1/Glud1/Glul/Irs2/Itpr1/Kif5b/Osbp/Oxct1/Pfkfb2/Plcb1/Prkce/Rapgef4/Tcf7l2/Trpc1,17
GO:0006811,monoatomic ion transport,82/900,393/6311,1.4744620492508037e-4,0.0038871263202509203,0.003038221007035903,Abcc5/Abcc8/Abcc9/Adra1a/Agtr1a/Ank3/Ano4/Asph/Atp10d/Atp1a1/Atp1b1/Atp2c1/Atp5f1a/Atp5f1c/Atp6v1b2/Atp6v1h/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Clic5/Cp/Dnm1l/Dpp6/Dysf/Ednra/Epb41/Epm2a/Gja1/Hcn1/Hecw2/Itgb1/Itpr1/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnt2/Kif5b/Ndufa4/Nedd4/Nedd4l/Nipsnap2/Nnt/Nppa/Nr3c2/Nsf/Pirt/Plcb1/Plce1/Pln/Prkce/Prkd1/Pxk/Rrad/Scn5a/Sik1/Slc20a2/Slc23a2/Slc24a2/Slc38a2/Slc39a14/Slc4a4/Slc4a7/Slc6a6/Slc8a1/Slco3a1/Slmap/Snta1/Snx3/Stk39/Tfrc/Tgfb2/Trpc1/Ubr3/Wnk2/Ywhaq,82
GO:0002026,regulation of the force of heart contraction,10/900,20/6311,1.5696855632461044e-4,0.0041100134237648,0.0032124320370622026,Adra1a/Atp1a1/Csrp3/Myh6/Myh7/Myl2/Myl3/Myl4/Pln/Slc8a1,10
GO:0043549,regulation of kinase activity,62/900,279/6311,1.610380634327675e-4,0.0041880777442751494,0.003273447975041604,Adam17/Adarb1/Adcy8/Adra1a/Agtr1a/Angpt1/Cab39/Cblb/Ccn1/Ccnd3/Ccng1/Chordc1/Clu/Cox11/Dag1/Epha4/Epm2a/Ern1/Fbxw7/Fermt2/Fgd4/Flt1/Gab1/Ghr/Gsk3b/Heg1/Hspb1/Igf1r/Insr/Irs1/Irs2/Ldb2/Magi3/Malt1/Mapt/Mef2c/Myocd/Nedd9/Nppa/Osbpl8/Pdgfd/Pfkfb2/Pik3r1/Pkia/Plce1/Ppm1e/Ppp1r9a/Prkag2/Prlr/Prox1/Prrc1/Ror1/Shb/Slc8a1/Smyd3/Tab2/Tead1/Tgfb2/Tlr4/Ttn/Vegfa/Zeb2,62
